1,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,289,-124,0,0
2,今日は卒研を進めた。進捗はすこしでた。,108,-132,0,0
3,今日はとくになにもしなかった。平和だった。,134,-116,0,0
4,今日は、専門の勉強をした。ためになったなあ。,53,-334,0,0
5,今日は、数学の宿題を進めた。問題が解けるとうれしい。,127,-334,0,0
6,今日は外にでかけた。外は暑かった。,176,-27,0,0
7,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,48,-124,0,0
8,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,72,-27,90,0
9,今日は卒研を進めた。進捗はすこしでた。,130,-40,0,0
10,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,266,-124,0,0
11,今日はとくになにもしなかった。平和だった。,52,-114,0,0
12,今日は外にでかけた。外は暑かった。,181,-27,0,0
13,今日は外にでかけた。外は暑かった。,155,-27,0,0
14,今日は、友達と遊んだ。かなり日焼けした。,81,-64,-515,0
15,今日は外にでかけた。外は暑かった。,160,-27,0,0
16,今日は、友達と遊んだ。かなり日焼けした。,305,-64,-340,0
17,今日はバイトした。バイト先の人と仲良くなった。,113,0,5335,0
18,今日は、友達と遊んだ。かなり日焼けした。,86,-64,-387,0
19,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,131,-124,0,0
20,今日は、英語の宿題を進めた。いつかは英語で外国の人と話せるかな？,94,-334,0,0
21,今日は、友達と遊んだ。かなり日焼けした。,394,-64,-125,0
22,今日は、数学の宿題を進めた。問題が解けるとうれしい。,17,-334,0,0
23,今日は外にでかけた。外は暑かった。,6,-27,0,0
24,今日はとくになにもしなかった。平和だった。,196,-77,0,0
25,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,181,-27,8,0
26,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,43,-27,58,0
27,今日は、専門の勉強をした。ためになったなあ。,146,-334,0,0
28,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,135,-124,0,0
29,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,199,-27,12,0
30,今日は卒研を進めた。進捗はあまりでなかった。,22,-29,0,0
31,今日は外にでかけた。外は暑かった。,254,-27,0,0
32,今日はとくになにもしなかった。平和だった。,69,-15,0,0
33,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,13,-124,0,0
34,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,25,-27,12,0
35,今日は、友達と遊んだ。かなり日焼けした。,21,-64,-714,0
36,今日はバイトした。バイト先の人と仲良くなった。,158,0,3199,0
37,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,219,-124,0,0
38,今日はバイトした。バイト先の人と仲良くなった。,52,0,5511,0
39,今日は卒研を進めた。進捗はすこしでた。,155,-28,0,0
40,今日は卒研を進めた。進捗はあまりでなかった。,10,-108,0,0
41,今日は卒研を進めた。進捗はすこしでた。,181,-167,0,0
42,今日は卒研を進めた。進捗はあまりでなかった。,89,-24,0,0
43,今日は、英語の宿題を進めた。いつかは英語で外国の人と話せるかな？,194,-334,0,0
44,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,100,-124,0,0
