1,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,100,-124,0,0
2,今日は外にでかけた。外は暑かった。,258,-27,0,0
3,今日はとくになにもしなかった。平和だった。,162,-105,0,0
4,今日は、数学の宿題を進めた。問題が解けるとうれしい。,145,-334,0,0
5,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,242,-124,0,0
6,今日は外にでかけた。外は暑かった。,204,-27,0,0
7,今日は、専門の勉強をした。ためになったなあ。,102,-334,0,0
8,今日は、友達と遊んだ。かなり日焼けした。,118,-64,-389,0
9,今日はインターンにいった。いい勉強になった。,171,-126,0,0
10,今日は、友達と遊んだ。かなり日焼けした。,67,-64,-525,0
11,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,203,-124,0,0
12,今日はバイトした。バイト先の人と仲良くなった。,11,0,7673,0
13,今日は、友達と遊んだ。かなり日焼けした。,253,-64,-94,0
14,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,262,-124,0,0
15,今日は、友達と遊んだ。かなり日焼けした。,323,-64,-496,0
16,今日は、読書感想文に書く本を読んだ。本を読むと時間がすぎるのがはやいなあ。,141,-334,0,0
17,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,42,-124,0,0
18,今日はバイトした。バイト先の人と仲良くなった。,88,0,8942,0
19,今日はとくになにもしなかった。平和だった。,64,-46,0,0
20,今日はバイトした。バイト先の人と仲良くなった。,5,0,4370,0
21,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,150,-27,93,0
22,今日は、友達と遊んだ。かなり日焼けした。,84,-64,-150,0
23,今日は外にでかけた。外は暑かった。,166,-27,0,0
24,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,144,-124,0,0
25,今日はバイトした。バイト先の人と仲良くなった。,39,0,5537,0
26,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,138,-27,29,0
27,今日は、読書感想文に書く本を読んだ。本を読むと時間がすぎるのがはやいなあ。,141,-334,0,0
28,今日はバイトした。バイト先の人と仲良くなった。,39,0,9930,0
29,今日はバイトした。バイト先の人と仲良くなった。,177,0,2386,0
30,今日は、専門の勉強をした。ためになったなあ。,21,-334,0,0
31,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,72,-27,77,0
32,今日は、英語の宿題を進めた。いつかは英語で外国の人と話せるかな？,173,-334,0,0
33,今日はバイトした。バイト先の人と仲良くなった。,186,0,8636,0
34,今日はインターンにいった。いい勉強になった。,174,-55,0,0
35,今日は外にでかけた。外は暑かった。,250,-27,0,0
36,今日は外にでかけた。外は暑かった。,130,-27,0,0
37,今日はインターンにいった。いい勉強になった。,137,-7,0,0
38,今日はインターンにいった。いい勉強になった。,183,-153,0,0
39,今日は、友達と遊んだ。かなり日焼けした。,158,-64,-492,0
40,今日は外にでかけた。外は暑かった。,46,-27,0,0
41,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,106,-27,68,0
42,今日はインターンにいった。いい勉強になった。,55,-162,0,0
43,今日はインターンにいった。いい勉強になった。,137,-24,0,0
44,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,141,-124,0,0
